,SMILES,set,SMILES_canonical,novel
200,COc1ccc(OCc2ccc(OC)cc2)cc1OCC(=O)Nc1ccc(N(C)C)cc1,prior,COc1ccc(COc2ccc(OC)c(OCC(=O)Nc3ccc(N(C)C)cc3)c2)cc1,1
201,CC(C)(C)C(=O)OC(C)CCC(=O)Nc1ccc(OCCCc2c(F)cccc2F)cc1,prior,CC(CCC(=O)Nc1ccc(OCCCc2c(F)cccc2F)cc1)OC(=O)C(C)(C)C,1
202,O=C(Oc1cccc2cc(F)ccc12)c1ccccc1,prior,O=C(Oc1cccc2cc(F)ccc12)c1ccccc1,1
203,CN1CCN(S(=O)(=O)NCc2nc(-c3ccccc3)on2)CC1,prior,CN1CCN(S(=O)(=O)NCc2noc(-c3ccccc3)n2)CC1,1
204,CCOc1ccccc1OC(CO)c1nc(S(=O)(=O)CCCCCC)c(Cl)cc1F,prior,CCCCCCS(=O)(=O)c1nc(C(CO)Oc2ccccc2OCC)c(F)cc1Cl,1
205,COc1ccc(C(=O)/C=C2\CC(C)N(C)CC2)cc1,prior,COc1ccc(C(=O)/C=C2/CCN(C)C(C)C2)cc1,1
207,COc1ccc(NC(=O)c2nnc(-c3ccc(C(F)(F)F)cc3)cc2C)cc1,prior,COc1ccc(NC(=O)c2nnc(-c3ccc(C(F)(F)F)cc3)cc2C)cc1,1
208,CC1(C)CCCC(CCCc2ccccc2)C(NC(=O)/C(=N/O)C(C)C)N1,prior,CC(C)/C(=N\O)C(=O)NC1NC(C)(C)CCCC1CCCc1ccccc1,1
209,Cc1nc(Nc2ccc(NC(=O)NC3CCCCC3)cc2)nc2ccccc12,prior,Cc1nc(Nc2ccc(NC(=O)NC3CCCCC3)cc2)nc2ccccc12,1
211,N#Cc1cccc(N2CCOCC2)c1,prior,N#Cc1cccc(N2CCOCC2)c1,1
212,CCOc1ccc(S(=O)(=O)NC(=O)c2ccc(F)cc2)cc1,prior,CCOc1ccc(S(=O)(=O)NC(=O)c2ccc(F)cc2)cc1,1
213,Oc1ccc(OCc2nc3ccccc3o2)cc1,prior,Oc1ccc(OCc2nc3ccccc3o2)cc1,1
215,O=C(NC(=O)C1=C(C)N=NC1(c1ccccc1)C(C)(C)CC)c1ccccc1,prior,CCC(C)(C)C1(c2ccccc2)N=NC(C)=C1C(=O)NC(=O)c1ccccc1,1
216,COc1ccc(NC(=O)Nc2cccc(OC(F)(F)F)c2)cc1,prior,COc1ccc(NC(=O)Nc2cccc(OC(F)(F)F)c2)cc1,1
217,COc1ccc(CC(=O)Nc2nc3ccc(Cl)cc3o2)cc1OC,prior,COc1ccc(CC(=O)Nc2nc3ccc(Cl)cc3o2)cc1OC,1
218,Nc1nc(CNCc2ccccc2)c(CNC(C)=O)nn1,prior,CC(=O)NCc1nnc(N)nc1CNCc1ccccc1,1
219,N#CC(CC(F)(F)F)C(NS(=O)(=O)c1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1,prior,N#CC(CC(F)(F)F)C(NS(=O)(=O)c1ccc2c(c1)OCO2)S(=O)(=O)c1ccccc1,1
220,CC(C)(C)c1ccnc2cc(OCCCCN3CCc4ccc(F)cc4)ccc3c2c1,prior,CC(C)(C)C1=CC=NC2=CC3=CC=C(C2=C1)N(CCc1ccc(F)cc1)CCCCO3,1
221,CC(C)C(=O)c1ccc2c(c1)OCCCC2(C)c1ccc(-c2ccn(C(C)C)c2)cc1,prior,CC(C)C(=O)c1ccc2c(c1)OCCCC2(C)c1ccc(-c2ccn(C(C)C)c2)cc1,1
222,Nc1cccc(C2(C)CCN(Cc3ccc(CNC(=O)NC(C)C)cc3)C2)c1,prior,CC(C)NC(=O)NCc1ccc(CN2CCC(C)(c3cccc(N)c3)C2)cc1,1
223,COc1ncccc1CC(NC(=O)c1c(C)cc(C#N)cn1)Nc1ccccc1,prior,COc1ncccc1CC(NC(=O)c1ncc(C#N)cc1C)Nc1ccccc1,1
226,COc1ccc(CCCC2=CCc3ccccc3C2=O)cc1,prior,COc1ccc(CCCC2=CCc3ccccc3C2=O)cc1,1
227,CN(C(=O)c1ccc(Cl)cc1Cl)c1cc(NC(=O)C(=O)O)cc(C(F)(F)F)c1,prior,CN(C(=O)c1ccc(Cl)cc1Cl)c1cc(NC(=O)C(=O)O)cc(C(F)(F)F)c1,1
229,CN(CCc1ccc(Cl)cc1)C(=O)OCc1ccc(C(=O)N[C@@H](Cc2ccc(F)cc2)c2ccccc2)cc1,prior,CN(CCc1ccc(Cl)cc1)C(=O)OCc1ccc(C(=O)N[C@@H](Cc2ccc(F)cc2)c2ccccc2)cc1,1
230,CCOc1cccc(S(=O)(=O)N(C)CCCNCc2cccc(C(=O)O)c2)c1,prior,CCOc1cccc(S(=O)(=O)N(C)CCCNCc2cccc(C(=O)O)c2)c1,1
231,COc1ccc(C(=O)OCc2cn(Cc3ccccc3)c(Cl)c2)cc1,prior,COc1ccc(C(=O)OCc2cc(Cl)n(Cc3ccccc3)c2)cc1,1
232,CCCCN(CCC)CCCCCCCC(=O)Nc1ccc2c(c1)C1C(c3ccc(OC)cc3)CCN(c3ccc(Oc4ccncc4)cc3)CC2C1,prior,CCCCN(CCC)CCCCCCCC(=O)Nc1ccc2c(c1)C1CC2CN(c2ccc(Oc3ccncc3)cc2)CCC1c1ccc(OC)cc1,1
234,Oc1c(F)cc(C(=O)NCCC2Cc3cc(C(=O)O)c(Cl)cc3C(=O)OC2)cc1,prior,O=C(NCCC1COC(=O)c2cc(Cl)c(C(=O)O)cc2C1)c1ccc(O)c(F)c1,1
235,COC(=O)C1=C(N)N(C)C(=O)/C(=C/N=N/NC(=N)N)C1c1ccc(C(F)(F)F)cc1,prior,COC(=O)C1=C(N)N(C)C(=O)/C(=C/N=N/NC(=N)N)C1c1ccc(C(F)(F)F)cc1,1
238,COc1ccc(NC(=O)c2cc(-c3ccccc3)nnn2)cc1C(=O)NO,prior,COc1ccc(NC(=O)c2cc(-c3ccccc3)nnn2)cc1C(=O)NO,1
239,O=C(CCN1C(=O)CSC1=O)c1ccc2ccc(F)cc2c1,prior,O=C(CCN1C(=O)CSC1=O)c1ccc2ccc(F)cc2c1,1
241,Cc1c(C)c(OC)c2c(cc3nc(-c4ccccc4)ccc23)c1=O,prior,COC1=C2C(=Cc3nc(-c4ccccc4)ccc32)C(=O)C(C)=C1C,1
242,CCN(CC(=O)O)C(=O)NC1CCCC1,prior,CCN(CC(=O)O)C(=O)NC1CCCC1,1
243,CC(C)OC(C)C(=O)N[C@@H](CCc1ccc(-c2ccccc2)cc1)C(=O)O,prior,CC(C)OC(C)C(=O)N[C@@H](CCc1ccc(-c2ccccc2)cc1)C(=O)O,1
244,COC(=O)Nc1cc(C(=O)NCCCCO)n([C@H]2CCCCC2)c(=O)c1,prior,COC(=O)Nc1cc(C(=O)NCCCCO)n(C2CCCCC2)c(=O)c1,1
248,Cc1ccc(-c2ccccc2)nn1,prior,Cc1ccc(-c2ccccc2)nn1,1
249,CCCCCCCCCCCCCCCCC[C@@H](O)CN[C@H](C(=O)O)C(=O)OC,prior,CCCCCCCCCCCCCCCCC[C@@H](O)CN[C@H](C(=O)O)C(=O)OC,1
252,CC(=O)Oc1ccc(C(=O)NC(=O)CC(C)c2nc(N)nc(O)c2O[C@H]2CCCN(C)C2=O)cc1,prior,CC(=O)Oc1ccc(C(=O)NC(=O)CC(C)c2nc(N)nc(O)c2O[C@H]2CCCN(C)C2=O)cc1,1
254,COc1ccc(SCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCc2ccco2)cc1,prior,COc1ccc(SCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCc2ccco2)cc1,1
255,Cc1ccc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1,prior,Cc1ccc(C(=O)Nc2ccc(OC(F)(F)F)cc2)cc1,1
257,COc1ccc(C(=O)Nc2ccc(CNC(=O)c3cccc(Cl)c3F)cc2)c(C)c1,prior,COc1ccc(C(=O)Nc2ccc(CNC(=O)c3cccc(Cl)c3F)cc2)c(C)c1,1
259,COc1ccc(CNC(=O)N(S(=O)(=O)c2ccccc2)C(=O)N2CCCN2C(=O)c2ncncc2-c2cccc(F)c2)cc1,prior,COc1ccc(CNC(=O)N(C(=O)N2CCCN2C(=O)c2ncncc2-c2cccc(F)c2)S(=O)(=O)c2ccccc2)cc1,1
260,C=CCCN1CCC(c2ccc(O)cc2)CC1,prior,C=CCCN1CCC(c2ccc(O)cc2)CC1,1
261,CCOc1cc(-c2cnn3ccccc23)c(-c2c[nH]c3ccc(F)cc23)c(F)c1,prior,CCOc1cc(F)c(-c2c[nH]c3ccc(F)cc23)c(-c2cnn3ccccc23)c1,1
263,Cc1ccccc1N1C(=O)C(NCCN2CCN(C)CC2)CC1,prior,Cc1ccccc1N1CCC(NCCN2CCN(C)CC2)C1=O,1
264,NC(=O)CCCc1cc(C)cc2c1OCC(=O)N2CCCN1CCCC1,prior,Cc1cc(CCCC(N)=O)c2c(c1)N(CCCN1CCCC1)C(=O)CO2,1
265,Cc1cc(OC)c(Cl)c(C(=O)NCC(=O)NCCCCN(C)C)n1,prior,COc1cc(C)nc(C(=O)NCC(=O)NCCCCN(C)C)c1Cl,1
267,Cc1cc(NC(=S)Nc2ccc(OS(=O)(=O)c3ccco3)nc2)ccc1O,prior,Cc1cc(NC(=S)Nc2ccc(OS(=O)(=O)c3ccco3)nc2)ccc1O,1
268,O=C(CCN1C(=O)C(C(=O)c2ccc(-c3cncnn3)cc2Cl)CC1)Nc1ccc(Cl)nc1,prior,O=C(CCN1CCC(C(=O)c2ccc(-c3cncnn3)cc2Cl)C1=O)Nc1ccc(Cl)nc1,1
271,CCCN(C(=O)c1ccc(C(NCCc2ccccc2)N2C(C)CCN2C(=O)c2c[nH]c3ccccc23)c2ccccc12)c1c(O)c(O)c(C)nc1O,prior,CCCN(C(=O)c1ccc(C(NCCc2ccccc2)N2C(C)CCN2C(=O)c2c[nH]c3ccccc23)c2ccccc12)c1c(O)nc(C)c(O)c1O,1
272,CCCCNC(=O)c1nc(N)ccc1OCc1cc(C(F)(F)F)cc(Cl)c1,prior,CCCCNC(=O)c1nc(N)ccc1OCc1cc(Cl)cc(C(F)(F)F)c1,1
273,COc1ccccc1NC(=O)c1sc(C(=N)N)cc1,prior,COc1ccccc1NC(=O)c1ccc(C(=N)N)s1,1
274,Cc1onc(NCCN2CCN(Cc3ccccc3)CC2)c1,prior,Cc1cc(NCCN2CCN(Cc3ccccc3)CC2)no1,1
275,CC(=O)N[C@@H](C)c1c(C)nc2ccccc2n1,prior,CC(=O)N[C@@H](C)c1nc2ccccc2nc1C,1
277,CN(C)c1ncnc2c1ncn2C1CCN(c2nnc(Nc3ccc(C(F)(F)F)cc3)nn2)C1,prior,CN(C)c1ncnc2c1ncn2C1CCN(c2nnc(Nc3ccc(C(F)(F)F)cc3)nn2)C1,1
278,COc1ccc(-c2cc3c(cn2)NC2(CCC2)CCCC3)cc1,prior,COc1ccc(-c2cc3c(cn2)NC2(CCCC3)CCC2)cc1,1
279,Cc1ccc(NC(=O)c2cc(NC(=O)c3cc(C(F)(F)F)ccc3OC)c3c(cc2c2ccccc23)c(C)s1)C(C)C,prior,COc1ccc(C(F)(F)F)cc1C(=O)Nc1cc2c(=O)[nH]c(C(C)C)ccc(C)sc(C)c3cc-2c2ccccc2c13,1
280,CN1CCC2(CC1)N(S(=O)(=O)c1ccc(C(=O)Nc3ccc(C(F)(F)F)cc3)cc1)CCC1COCC2C1,prior,CN1CCC2(CC1)C1COCC(CCN2S(=O)(=O)c2ccc(C(=O)Nc3ccc(C(F)(F)F)cc3)cc2)C1,1
281,Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,prior,Nc1ccc(S(=O)(=O)N2CCCCC2)cc1,1
282,Oc1c(CN2CCCCC2)oc2ccc(O)c(C)c12,prior,Cc1c(O)ccc2oc(CN3CCCCC3)c(O)c12,1
284,CCCC(CCCC)NC(=O)[C@H](Cc1ccccc1)N(NC(=O)c1ccc(F)c(F)c1)C(C#N)=C1CCCC(N)C1,prior,CCCCC(CCC)NC(=O)[C@H](Cc1ccccc1)N(NC(=O)c1ccc(F)c(F)c1)C(C#N)=C1CCCC(N)C1,1
286,COCC(OCCO)NCC(=O)N1CCCCC1,prior,COCC(NCC(=O)N1CCCCC1)OCCO,1
287,N=C(N)NC(=O)C1C[C@@H](N2CCCC[C@H]2c2ccc(F)cc2)CC1,prior,N=C(N)NC(=O)C1CC[C@H](N2CCCC[C@H]2c2ccc(F)cc2)C1,1
289,CN(CCC(=O)N1CCN(C(c2ccccc2)c2ccc(C)cc2)CC1)c1c(F)cccc1F,prior,Cc1ccc(C(c2ccccc2)N2CCN(C(=O)CCN(C)c3c(F)cccc3F)CC2)cc1,1
290,CC(C)(C)OCC1CCCC1,prior,CC(C)(C)OCC1CCCC1,1
291,O=C(Nc1ncc(C(=O)O)cc1O)NCc1ccco1,prior,O=C(NCc1ccco1)Nc1ncc(C(=O)O)cc1O,1
294,CC(C)(C)C(=O)N1CCN(c2ccnc3c2OCCCN3C)CC1,prior,CN1CCCOc2c(N3CCN(C(=O)C(C)(C)C)CC3)ccnc21,1
295,Cc1ccc(-c2c[nH]c3ccccc23)cc1,prior,Cc1ccc(-c2c[nH]c3ccccc23)cc1,1
296,Cc1ccc(CN2CCOCC2)c(O)c1,prior,Cc1ccc(CN2CCOCC2)c(O)c1,1
297,CC(C)(C)C(=O)N1Cc2ncc3ccc(C)nc3c2C1=O,prior,Cc1ccc2cnc3c(c2n1)C(=O)N(C(=O)C(C)(C)C)C3,1
298,Oc1nc(Nc2ccc(NC(=O)C(C)(C)C)cc2)oc1CCN1CCC(=O)NCC1,prior,CC(C)(C)C(=O)Nc1ccc(Nc2nc(O)c(CCN3CCNC(=O)CC3)o2)cc1,1
300,Oc1ccc(CN2C[C@H]3O[C@@H](OC(=O)c4ccc(F)cc4)C3)cc2cc1OC,prior,COC1=CC2=CC(=CC=C1O)CN2C[C@@H]1C[C@H](OC(=O)c2ccc(F)cc2)O1,1
303,O=C1/C(=C/c2ccc(Cl)cc2)CCN(S(=O)(=O)c2c(F)ccc(C)c2)CC1,prior,Cc1ccc(F)c(S(=O)(=O)N2CCC(=O)/C(=C/c3ccc(Cl)cc3)CC2)c1,1
306,COc1nc2cc(C#N)ccc2nc1N,prior,COc1nc2cc(C#N)ccc2nc1N,1
307,COc1ccc(C(=O)NC(=O)NCCc2ccc(-c3ccccc3F)nc2)cc1,prior,COc1ccc(C(=O)NC(=O)NCCc2ccc(-c3ccccc3F)nc2)cc1,1
309,O=C(c1ccc(Cl)cc1)CNC(=O)c1ccccc1,prior,O=C(CNC(=O)c1ccccc1)c1ccc(Cl)cc1,1
310,CC1(C)OCCCN(C(C)=O)C1,prior,CC(=O)N1CCCOC(C)(C)C1,1
311,COc1ccccc1CC1CCCC(N(C)C(=O)Oc2ccccc2)C1,prior,COc1ccccc1CC1CCCC(N(C)C(=O)Oc2ccccc2)C1,1
312,O=C(c1cnnc2ccccc12)c1cccc2nc(N3CCCCC3)sc12,prior,O=C(c1cnnc2ccccc12)c1cccc2nc(N3CCCCC3)sc12,1
313,O=C(O)CCCNc1ccc(OCC(O)CNc2cc(O)c(O)c(O)c2)cc1,prior,O=C(O)CCCNc1ccc(OCC(O)CNc2cc(O)c(O)c(O)c2)cc1,1
314,CCOC(=O)N(CCCCCCCCCCCCCCC)C(=O)Nc1ccc(Cl)cc1,prior,CCCCCCCCCCCCCCCN(C(=O)Nc1ccc(Cl)cc1)C(=O)OCC,1
316,COc1ccc(N2CCN(C(=O)c3ccc(NC(=O)c4ccccc4F)cc3)CC2)cc1,prior,COc1ccc(N2CCN(C(=O)c3ccc(NC(=O)c4ccccc4F)cc3)CC2)cc1,1
317,COC(=O)C1Cc2ccccc2C1,prior,COC(=O)C1Cc2ccccc2C1,1
318,CN(CC)CCN1Cc2ccc(O)c(Cl)c2C1,prior,CCN(C)CCN1Cc2ccc(O)c(Cl)c2C1,1
319,COc1ccc2[nH]c(=N)[n+]([O-])cc2c1,prior,COc1ccc2[nH]c(=N)[n+]([O-])cc2c1,1
321,CN(C)C1CN(CCCN2CCN(c3nccc(N)n3)CC2)[C@@H](O)[C@H]1CCCC(=O)O,prior,CN(C)C1CN(CCCN2CCN(c3nccc(N)n3)CC2)[C@@H](O)[C@H]1CCCC(=O)O,1
322,COc1ccc(Oc2nccnc2C(=O)N2CCOC2)cc1,prior,COc1ccc(Oc2nccnc2C(=O)N2CCOC2)cc1,1
323,CNC(=O)C(=O)NCCN(CCC(F)(F)F)c1ccc2c(c1)OCCO2,prior,CNC(=O)C(=O)NCCN(CCC(F)(F)F)c1ccc2c(c1)OCCO2,1
324,CCCN(C(=O)c1ccc(C#N)c(C(F)(F)F)c1)C(C)(C)c1ccc(C(=O)NCc2ccc(C(=O)O)cc2)cc1,prior,CCCN(C(=O)c1ccc(C#N)c(C(F)(F)F)c1)C(C)(C)c1ccc(C(=O)NCc2ccc(C(=O)O)cc2)cc1,1
326,COc1cc(Oc2cccc3c2NC(=O)CC3CCCCCCCOCC(COP(C)(=O)O)C(=O)OCc2cccc(Cl)c2)ccc1O,prior,COc1cc(Oc2cccc3c2NC(=O)CC3CCCCCCCOCC(COP(C)(=O)O)C(=O)OCc2cccc(Cl)c2)ccc1O,1
327,O=C(COc1cnccc1Cl)Nc1ccccc1,prior,O=C(COc1cnccc1Cl)Nc1ccccc1,1
328,CCCCOC(=O)NCC(=O)Nc1ccccc1N1CCC(C(=O)NCCN2CCOCC2)CC1,prior,CCCCOC(=O)NCC(=O)Nc1ccccc1N1CCC(C(=O)NCCN2CCOCC2)CC1,1
332,CC(=O)NC(C(=O)O)c1c[nH]c(C2=CCC(C)CC2)c1,prior,CC(=O)NC(C(=O)O)c1c[nH]c(C2=CCC(C)CC2)c1,1
333,N#Cc1ccccc1CNC(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2)c(O)c1,prior,N#Cc1ccccc1CNC(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2)c(O)c1,1
334,COc1ccc(NC(=O)N2CCCc3snc(CCc4ccccc4)c3C2)c(OC)c1,prior,COc1ccc(NC(=O)N2CCCc3snc(CCc4ccccc4)c3C2)c(OC)c1,1
336,COC(=O)CC(C)c1c[nH]cc1COc1ccc(-c2cccc(Cl)c2)cc1,prior,COC(=O)CC(C)c1c[nH]cc1COc1ccc(-c2cccc(Cl)c2)cc1,1
337,CCN(CC)C[C@@H](O)[C@@H](NC(=O)[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)O)C(C)C,prior,CCN(CC)C[C@@H](O)[C@@H](NC(=O)[C@@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)O)C(C)C,1
338,N=C(N)NCCCCCCN(CC(C)(C)C)C(=O)c1ccccc1,prior,CC(C)(C)CN(CCCCCCNC(=N)N)C(=O)c1ccccc1,1
339,CCCCCCCCCCCC[C@@H](O)CCCCCCCNC(=O)[C@H]1CC[C@H]1[C@@H](O)[C@@H](O)[C@@H](C)Cc1ccc(C)cc1.O=C(O)C(F)(F)F,prior,CCCCCCCCCCCC[C@@H](O)CCCCCCCNC(=O)[C@H]1CC[C@H]1[C@@H](O)[C@@H](O)[C@@H](C)Cc1ccc(C)cc1.O=C(O)C(F)(F)F,1
340,CC(C)O[C@H]1CC(=O)OC1=C(C(C)C)c1ccccc1,prior,CC(C)O[C@H]1CC(=O)OC1=C(c1ccccc1)C(C)C,1
341,O=C(COC(=O)c1ccn(Cc2ccncc2)n1)NCC1CCCCC1,prior,O=C(COC(=O)c1ccn(Cc2ccncc2)n1)NCC1CCCCC1,1
342,CC(C)C1c2cccnc2CCC1(C)O,prior,CC(C)C1c2cccnc2CCC1(C)O,1
343,CCC(OC)NC(=O)N[C@H]1CCCCC1,prior,CCC(NC(=O)NC1CCCCC1)OC,1
344,CC(=O)c1nnc(Oc2ncccn2)n1Cc1ccc2c(c1)OCO2,prior,CC(=O)c1nnc(Oc2ncccn2)n1Cc1ccc2c(c1)OCO2,1
347,Oc1ccc(C2=CNc3ncccc3CC2)cc1Cl,prior,Oc1ccc(C2=CNc3ncccc3CC2)cc1Cl,1
348,CN(Cc1ccc(O)cc1)c1nc(NC(=O)NC(=O)NCc2ccc(C(F)(F)F)cc2)nc2ccccc12,prior,CN(Cc1ccc(O)cc1)c1nc(NC(=O)NC(=O)NCc2ccc(C(F)(F)F)cc2)nc2ccccc12,1
349,CCCCN(CCC(=O)NCCCCCCCCCCCN(C)C)C(=O)Oc1ccccc1C(=O)NCc1ccc(Cl)cc1,prior,CCCCN(CCC(=O)NCCCCCCCCCCCN(C)C)C(=O)Oc1ccccc1C(=O)NCc1ccc(Cl)cc1,1
350,N=C(N)c1ccc(OCC(=O)Nc2nn(-c3cccc(C)c3)nc2C)cc1,prior,Cc1cccc(-n2nc(C)c(NC(=O)COc3ccc(C(=N)N)cc3)n2)c1,1
351,O=[N+]([O-])c1ccc(OCC(=O)NCCc2cccc(C)c2)cc1Cl,prior,Cc1cccc(CCNC(=O)COc2ccc([N+](=O)[O-])c(Cl)c2)c1,1
353,Cc1ccc(-c2[nH]ccn2)cc1,prior,Cc1ccc(-c2ncc[nH]2)cc1,1
354,CCN(CCCCCC)S(=O)(=O)c1ccc(-c2ccc3[nH]c(-c4ccc(C(=O)O)cc4)cc3n2)c(OC)c1,prior,CCCCCCN(CC)S(=O)(=O)c1ccc(-c2ccc3[nH]c(-c4ccc(C(=O)O)cc4)cc3n2)c(OC)c1,1
355,CCCOC(=O)C1(COc2ccccc2)c2c(nnn2C(=O)NC2CCCC2)C1,prior,CCCOC(=O)C1(COc2ccccc2)Cc2nnn(C(=O)NC3CCCC3)c21,1
358,COc1ccccc1CNCCOc1ccc2c(c1)C(=O)Nc1c(OC)cc(Cl)c(O)c1C2=O,prior,COc1ccccc1CNCCOc1ccc2c(=O)c3c(O)c(Cl)cc(OC)c3[nH]c(=O)c2c1,1
359,Cc1cc(C(=O)N2SC(CCc3ccc(C(=O)N4CCCCC4)cc3)CC2)ccc1NCC(=O)O,prior,Cc1cc(C(=O)N2CCC(CCc3ccc(C(=O)N4CCCCC4)cc3)S2)ccc1NCC(=O)O,1
360,Cc1cccc(-c2cc(Cl)c(C(F)(F)F)cc2)c1,prior,Cc1cccc(-c2ccc(C(F)(F)F)c(Cl)c2)c1,1
361,O=C(CNCCCC(=O)Nc1ccccc1)c1ccccc1Cl,prior,O=C(CCCNCC(=O)c1ccccc1Cl)Nc1ccccc1,1
362,CN(C)c1cccc(CN(C)C)c1O,prior,CN(C)Cc1cccc(N(C)C)c1O,1
363,O=C(N[C@@H](Cc1ccccc1)C(=O)N1CCCC1)c1ccc(Cl)cc1,prior,O=C(N[C@@H](Cc1ccccc1)C(=O)N1CCCC1)c1ccc(Cl)cc1,1
364,O=C(NOCc1ccc(C)cc1)c1cccc(Cl)c1,prior,Cc1ccc(CONC(=O)c2cccc(Cl)c2)cc1,1
365,Nc1nc(Cl)ccc1NC(=O)Nc1ccc(Cl)cc1,prior,Nc1nc(Cl)ccc1NC(=O)Nc1ccc(Cl)cc1,1
366,CCCCCOc1ccc2c(c1)C(=O)N(Cc1ncnc3c(Nc4cccc(O)c4)c(C(F)(F)F)ccc13)CCCC2,prior,CCCCCOc1ccc2c(c1)C(=O)N(Cc1ncnc3c(Nc4cccc(O)c4)c(C(F)(F)F)ccc13)CCCC2,1
367,CCCCN(c1ccccc1-c1ccc(-c2ccncc2)cc1Cl)C(=O)N1CCC(C(=S)Nc2ccccc2)CC1,prior,CCCCN(C(=O)N1CCC(C(=S)Nc2ccccc2)CC1)c1ccccc1-c1ccc(-c2ccncc2)cc1Cl,1
368,COc1ccc(OCCC(Cc2ccc(Cl)cc2)c2cccc(C(F)(F)F)c2)cc1,prior,COc1ccc(OCCC(Cc2ccc(Cl)cc2)c2cccc(C(F)(F)F)c2)cc1,1
369,CN(CCCCc1ccccc1)C(=O)OCc1cccc2c1-c1ccc(O)cc1C2C,prior,CC1c2cc(O)ccc2-c2c(COC(=O)N(C)CCCCc3ccccc3)cccc21,1
371,COc1cc(/N=C/c2cccc(C(=O)NCCCNCCCCNCCO)c2)ccc1OC,prior,COc1ccc(/N=C/c2cccc(C(=O)NCCCNCCCCNCCO)c2)cc1OC,1
372,CN(C)CC(CO)NC(=O)[C@@H](Nc1c(Cl)cccc1O)c1ccc(Cl)cc1Cl,prior,CN(C)CC(CO)NC(=O)[C@@H](Nc1c(O)cccc1Cl)c1ccc(Cl)cc1Cl,1
373,CC(=O)CN1CCC(CNC(=O)Nc2ccccc2)CC1,prior,CC(=O)CN1CCC(CNC(=O)Nc2ccccc2)CC1,1
374,CCCC(=C/c1ccccc1F)[C@@H]1Oc2ccc(Cl)cc2C(=O)c2cc(C)ccc2[C@H]1C(=O)N1CC[C@@H](C)C1,prior,CCCC(=Cc1ccccc1F)[C@@H]1Oc2ccc(Cl)cc2C(=O)c2cc(C)ccc2[C@H]1C(=O)N1CC[C@@H](C)C1,1
375,CC(C)(C)N(C)CCNC(=O)C(=O)OCC(F)(F)F,prior,CN(CCNC(=O)C(=O)OCC(F)(F)F)C(C)(C)C,1
376,Cc1cc(-c2ccc(C(=O)N(C)C)o2)oc1NCCO,prior,Cc1cc(-c2ccc(C(=O)N(C)C)o2)oc1NCCO,1
377,CC1(C)CCCN(CC(=O)OC)C1c1ccccc1,prior,COC(=O)CN1CCCC(C)(C)C1c1ccccc1,1
378,O=C1/C(=C/c2ccccc2)CCCC1C(=O)NC[C@@H](O)COCCCC(=O)c1cccc2ccccc12,prior,O=C(CCCOC[C@H](O)CNC(=O)C1CCC/C(=C\c2ccccc2)C1=O)c1cccc2ccccc12,1
379,CCCC(=O)N[C@@H](CCCC)C(=O)NCc1ccc(OC(=O)N[C@@H](C(=O)O)C(C)(C)C)cc1OC,prior,CCCC[C@H](NC(=O)CCC)C(=O)NCc1ccc(OC(=O)N[C@@H](C(=O)O)C(C)(C)C)cc1OC,1
380,CC(=O)NC(=O)CC1CCC2(CC1)C(=O)N(c1ccccc1)C2,prior,CC(=O)NC(=O)CC1CCC2(CC1)CN(c1ccccc1)C2=O,1
381,CN1CCC(=O)NC(=O)N1c1ccccc1OC,prior,COc1ccccc1N1C(=O)NC(=O)CCN1C,1
382,Cc1ccc(C)c(C)c1N(C)C(=O)CCN1CCN(C(=O)c2ccccc2)CC1,prior,Cc1ccc(C)c(N(C)C(=O)CCN2CCN(C(=O)c3ccccc3)CC2)c1C,1
383,O=C(Nc1cccc(Cl)c1)c1ccc(C(=N)NCCCNCCCCCCNC(=O)Nc2ccccc2)cc1C,prior,Cc1cc(C(=N)NCCCNCCCCCCNC(=O)Nc2ccccc2)ccc1C(=O)Nc1cccc(Cl)c1,1
384,CC(C)(C)C(=O)Oc1ccc(C(N)=O)cc1Nc1ncc(Cl)c(C(=O)O)c1,prior,CC(C)(C)C(=O)Oc1ccc(C(N)=O)cc1Nc1cc(C(=O)O)c(Cl)cn1,1
385,CN(C)C(=O)c1cc(Cl)ccc1CN1CCC(Nc2c(Cl)ccc(C(F)(F)F)c2)CC1,prior,CN(C)C(=O)c1cc(Cl)ccc1CN1CCC(Nc2cc(C(F)(F)F)ccc2Cl)CC1,1
386,COc1cccc(NC(=O)NCCCCCN(S(=O)(=O)c2ccc(F)cc2)c2ccc(OC(F)(F)F)nc2)c1,prior,COc1cccc(NC(=O)NCCCCCN(c2ccc(OC(F)(F)F)nc2)S(=O)(=O)c2ccc(F)cc2)c1,1
